Cote;CB;Type;Titre;SousTitre;AuteurNom;AuteurPrénom;AuteurAutre;Date;Langue;600;600;600;600;;601$a;;606$a;606$a;;607$a;;300$a;330$a
MEM LEQ;23362431;16;Une année de velours;;Lequenne;Mathilde;Mémoire dirigé par Anne Bertrand;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire DNSEP Art, groupe La frabrique, année 2017/2018.;
MEM REI;23362443;16;Au seuil du large;;Reibaud-Nicoli;Faustine;Mémoire dirigé par Anne Bertrand;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire DNSEP Art, groupe No Name, année 2017/2018.;
MEM RIC;23362455;16;Adresse;Pour joueurs de fléchettes;Rich;Jérôme;Mémoire dirigé par Joachim Montessuis;2018;fre;;;;;;Haute école des arts du Rhin;;Poésie;;;;;Mémoire DNSEP Art, groupe La fabrique, année 2017/2018.;
MEM CHE;23362467;16;Petit à petit l'oiseau fait son bonnet;;Cherici;Charlotte;Mémoire dirigé par Nicolas Fourgeaud;2018;fre;James, William (1842-1910) ; Rouch, Jean (1917-2004);Beloufa, Neil;;;Haute école des arts du Rhin;;Cinéma;;;;;Mémoire DNSEP Art, groupe storytellers, année 2017/2018.;
MEM ARD;23363293;16;Rendez-vous;J'ai hâte de vous connaître;Ardouin;Margot;;2018;fre;;;;;;Haute école des arts du Rhin;;Arts du spectacle;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM GRA;23363309;16;Le moteur scénographique;;Grandjean;Arnaud;Tuteurs de mémoire : Jean-Christophe Lanquetin, Thomas Voltzenlogel, François Duconseille, et al.;2018;fre;;;;;;Haute école des arts du Rhin;;Jeux vidéo;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM PYR;23363616;16;Lwa Liberasyon;;Pyram;Saint-Phard;Tuteur de mémoire : Jean-Christophe Lanquetin;2018;fre;;;;;;Haute école des arts du Rhin;;Vaudou;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM RIC;23364213;16;"Troll Cave"" Aesthetic""";Jon Rafman et le mariage des contraires;Richard;Laura;Mémoire dirigé par Anne Laforêt;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM PAG;23364225;16;Cahin-Caha;;Pagès;Lisa;Mémoire dirigé par Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM DEL;23364237;16;A Lo-Fi Mixtape;Une image brute pour un son sale;Delaville --De La Parra;Laurianne;Mémoire dirigé par Philippe Delangle;2018;fre;;;;;;Haute école des arts du Rhin;;Punk rock;Rock'n'roll;Pochettes de disques;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM NGU;23364249;16;Bon appétit !;Transmission didactique du savoir-faire culinaire;Nguyen;Vy-Linh;Tuteur de mémoire : Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;Livres de cuisine;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM GOS;23364262;16;Point.s de vue.s;;Gosse;Héloïse;Mémoire dirigé par Jérôme Saint-Loubert Bié;2018;fre;;;;;;Haute école des arts du Rhin;;Arts graphiques;Espace (art);;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM PLA;23364274;16;Vous n'auriez jamais cru qu'un dauphin puisse faire ça;Sur les algorithmes;Plano;Marianne;Mémoire dirigé par Anne Laforêt;2018;fre;;;;;;Haute école des arts du Rhin;;Moteurs de recherche sur Internet;Algorithmes;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM BAE;23364286;16;Le vocabulaire de la traduction (typo)graphique;Latine - Hangeul;Bae;So-Hyun;Mémoire dirigé par Cyrille Bret;2018;fre;;;;;;Haute école des arts du Rhin;;Typographie;;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM COR;23364298;16;Spoiler Alert;Black Mirror, ou la vie sociale à l'épreuve des écrans et des dispositifs numériques;Corvo;Andréa;Mémoire dirigé par Cyrille Bret;2018;fre;;;;;;Haute école des arts du Rhin;;Séries télévisées;;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM CAR;23364303;16;Tout le monde à tort;Science et imaginaire dans les récits cosmographiques;Caron;Gwenaelle;Mémoire dirigé par Loïc Horellou;2018;fre;;;;;;Haute école des arts du Rhin;;Cosmographie;;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM SAL;23364315;16;Les éléphants n'aiment pas les barrières;;Salougamian;Elena;Mémoire dirigé par Cyrille Bret;2018;fre;;;;;;Haute école des arts du Rhin;;Bien commun;Données ouvertes;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM SAV;23364327;16;Digital. L'underground.;d'une conviction politique, à une esthétique contemporaine.;Savio;Lucas;Mémoire dirigé par Loïc Horellou;2018;fre;;;;;;Haute école des arts du Rhin;;Contre-culture;Musique électronique;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM DES;23364339;16;Ouverte ou fermée;La boîte et ses pouvoirs dans l'art contemporain;Deslot;Noémie;Mémoire dirigé par Cyrille Bret;2018;fre;;;;;;Haute école des arts du Rhin;;Boîtes;;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM TAN;23364340;16;Formes de l'universalité du langage pictographique;Un fantasme paradoxal;Tanguy;Léo;Mémoire dirigé par Philippe Delangle;2018;fre;;;;;;Haute école des arts du Rhin;;Pictogrammes;;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM FIO;23364352;16;Abracadabra !;En quoi et comment l'édition jeunesse interactive favorise-t-elle la transmission de savoir aux enfants ?;Fiore;Camille;Tuteur de mémoire : Sandra Chamaret;2018;fre;;;;;;Haute école des arts du Rhin;;Livres animés;Design interactif;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM LIU;23364364;16;Les formes sont des fenêtres sur le monde;Réflexion sur la méthode, les outils, pour apprendre les formes géométriques aux enfants;Liu;Qianli;Tuteur de mémoire : Charlet Denner;2018;fre;;;;;;Haute école des arts du Rhin;;Jeux;Perception des formes;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM COQ;23364376;16;Corps possédés, femmes déposédées;La figure de la femme possédés par le démon dans le cinéma d'horreur hollywoodien de 1970 à nos jours;Coquart-Pocztar;Garance;Tuteur de mémoire : Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;Films d'horreur;Possession diabolique;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM ARR;23364388;16;Imagiers;Définition et limites du genre à mi-chemin entre la France et l'Allemagne;Arrighi;Malena;Tuteur de mémoire : Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;Imagiers (livres);Livres bilingues;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM STO;2336439X;16;Un nom à soi;L'autoportrait féminin comme revendication d'une identité propre;Stockhausen;Michèle;Tuteur de mémoire : Sandrine Israel-Jost;2018;fre;;;;;;Haute école des arts du Rhin;;Femmes artistes;Femmes;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM CHE;23364405;16;Collaborer activement, innover socialement;De l'expérience collaborative menée dans le champ du design graphique contemporain, et de son potentiel lien avec l'innovation sociale;Chêne;Tanguy;Tuteur de mémoire : Sandra Chamaret;2018;fre;;;;;;Haute école des arts du Rhin;;Arts graphiques;Art collectif;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM EXP;23364417;16;Les mots migrateurs;Etude des liens entre maîtrise de la langue du pays d'accueil et intégration;Exposito;Armelle;Tuteur de mémoire : Sandra Chamaret;2018;fre;;;;;;Haute école des arts du Rhin;;Français Langue Etrangère (FLE);Français Langue d'Intégration (FLI);;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM GAU;23364429;16;Images à vif;Approche didactique des questions socialement vives par et avec l'image;Gauthier;Caroline;Tuteur de mémoire : Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;Illustrations, images, etc.;Pédagogie;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM CLA;23364430;16;Des barres;A la recherche d'un humour propre à la bande dessinée;Clarke;Emilie;Mémoire dirigé par Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;Humour;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM FOU;23364442;16;L'île aux millions d'yeux;;Foucou;Camille;Mémoire dirigé par Cyrille Bret;2018;fre;;;;;;Haute école des arts du Rhin;;Télévision;Téléréalités;;;;Mémoire DNSEP Communication Graphique année 2017/2018.;
MEM VER;23364454;16;Carrés, ronds et triangles dans l'album jeunesse;Formes de pensée en jeu;Verdeil;Nastasia Cheyenne;Mémoire dirigé par Marianne Gayko-Roth et Guillaume Chauchat;2018;fre;;;;;;Haute école des arts du Rhin;;Géométrie;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM COL;23364466;16;Par des chemins détournés;La narration par le fragment dans la bande dessinée;Collardot-Roblot;Pierre-Xavier;Mémoire dirigé par Joseph Griesmar;2018;fre;;;;;;Haute école des arts du Rhin;;Fragment (littérature);Fragments (art);;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM AUB;23364520;16;La représentation de l'atome;L'atome, un objet de recherche scientifique unique mais une multitude d'images : pourquoi et quels en sont les usages ?;Aubert;Coline;Tuteur de mémoire : Charlet Denner;2018;fre;;;;;;Haute école des arts du Rhin;;Atomes;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM NYA;23364556;16;"La manière de dire je""""";;Nyangono Ebene;Mireille;Mémoire dirigé par Guillaume Dégé;[2018];fre;;;;;;Haute école des arts du Rhin;;Récits personnels;Autobiographie;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM COC;2336457X;16;Chez les lapins;Le lapin dans les albums jeunesse contemporains;Cochepin;Mathilde;Mémoire dirigé par Olivier Deloignon;[2018];fre;;;;;;Haute école des arts du Rhin;;Lapins;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM CIQ;23364581;16;Bande dessinée à devenir;Du lien entre imaginaire et bande dessinée, et son potentiel d'émancipation;Ciquier;Etienne;Mémoire dirigé par Guillaume Chauchat;[2018];fre;;;;;;Haute école des arts du Rhin;;Imaginaire dans l'art;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM MAZ;23364593;16;Sur le seuil;La bande dessinée entre deux âges.;Mazars;Maurane;Mémoire dirigé par Joseph Béhé;[2018];fre;;;;;;Haute école des arts du Rhin;;Adolescence;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM MON;23364609;16;Lasagnes;ou comment désimposer la vérité avec l'image/ légende;Monnier;Agathe;Mémoire dirigé par Guillaume Dégé;[2018];fre;;;;;;Haute école des arts du Rhin;;Illustration des livres;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM DES;23364610;16;"Le travail sur l'original""""";Les relations image originale/ image imprimée;Deschiens;Camille;Mémoire dirigé par Olivier Deloignon;[2018];fre;;;;;;Haute école des arts du Rhin;;Imprimerie;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM SIM;23364622;16;Albums d'enfants;Livres écrits et illustrés par des élèves de classes Freinet;Simon;Thomas;Mémoire dirigé par Guillaume Dégé;[2018];fre;;;;;;Haute école des arts du Rhin;;Freinet, techniques de;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM AZE;23364634;16;la bande dessinée dégenrée, dérangée et dérangeante;;Azenstarck;Liberty;Mémoire dirigé par Olivier Deloignon;[2018];fre;;;;;;Haute école des arts du Rhin;;Récits personnels;Études sur le genre;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM OUR;23364646;16;Où sont les hommes à poil?;Regards d'autrices sur le corps masculin;Ourvouai;Lucile;Mémoire dirigé par Joseph Béhé;[2018];fre;;;;;;Haute école des arts du Rhin;;Nu;Masculinité;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM LEC;23364658;16;La mécanique de l'étrange;;Lechermeier;Hélène;Mémoire dirigé par Salomé Risler;[2018];fre;;;;;;Haute école des arts du Rhin;;Étrangeté;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM YAG;2336466X;16;Face Cachée:;histoire d'une autre bande dessinée;Yaghoubi;Ardalan;Mémoire dirigé par Guillaume Dégé;2018;fre;;;;;;Haute école des arts du Rhin;;Bandes dessinées;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM GRI;23364671;16;Les déplacés;Questions de places, mots et images pour les migrants dans l'album jeunesse.;Griot;Anna;Mémoire dirigé par Marianne Gayko-Roth;2018;fre;;;;;;Haute école des arts du Rhin;;Émigration et immigration;;;;;Mémoire DNSEP Illustration année 2017/2018.;
MEM DEL;23364683;16;La BD d'apprentissage, un genre en soi?;;Delafoulhouze;Lucie;Mémoire dirigé par Salomé Riesler;2018;fre;;;;;;Haute école des arts du Rhin;;Quête (littérature);Roman de formation;Bandes dessinées;;;Mémoire DNSEP Illustration;
MEM KLE;23364695;16;La chèvre de l'autoroute;Le récit de voyage en bande dessinée, du XIXe siècle à nos jours;Klée;Elsa;Mémoire dirigé par Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;Récits de voyages;;;;;Mémoire DNSEP Illustration;
MEM SAN;23364700;16;Gluant;histoires gênantes;Sans-Arcidet;Sébastien;Mémoire dirigé par Guillaume Dégé;2018;fre;;;;;;Haute école des arts du Rhin;;Émotions;;;;;Mémoire DNSEP Illustration;
MEM BOU;2336475X;16;Rythme Authenticité Poésie;Comment le rap français indépendant a-t-il créé ses propres médias de diffusion ?;Bourry;Alex;Tuteur de mémoire : Sandra Chamaret;2018;fre;;;;;;Haute école des arts du Rhin;;Rap (musique);;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM MAR;23364761;16;La mémoire d'un passé, une mémoire du passé;(re)construire une antériorité grâce à l'image;Martha;Claire;Tuteur de mémoire : Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;Archéologie;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM CLA;23364773;16;Le conte effacé;;Clausolles;Guillaume;Tuteur de mémoire : Olivier Deloignon;2018;fre;;;;;;Haute école des arts du Rhin;;Contes;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM GAL;23364785;16;Savoirs croisés;Vulgariser la sociologie en bande dessinée;Galvier;Manon;Tuteur de mémoire : Joseph Béhé;2018;fre;;;;;;Haute école des arts du Rhin;;Sociologie;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM SOU;23365411;16;La redondance;Mémoire de diplôme d'illustration année 1984/1985;Soubrouillard;Nadine;;1985;fre;;;;;;Ecole supérieure des arts décoratifs;;;;;;;;
MEM COL;23365423;16;L'image et la narration dans le conte d'hier et d'aujourd'hui au regard des besoins de l'enfant;Mémoire de 3e année, atelier d'illustration de Claude Lapointe, fait sous la direction du professeur de psychologie Pierre Paul Costantini, année 1985-1986;Collet;Laure;;1986;fre;;;;;;Ecole supérieure des arts décoratifs;;;;;;;;
MEM AUZ;23366735;16;Le jeu que fonde notre corps;;Auzépy;Guillaume;Tuteur de mémoire: Jean-Christophe Lanquetin;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM FOU;23366747;16;Ana/Kata;Gravitation autour de l'attraction de l'espace-temps physique (et) quantique. Vertige.;Fournier;Adeline;;2019;fre;;;;;;Haute école des arts du Rhin;;Géométrie dans l'espace;Espace (architecture);Scénographie;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM WAL;23366759;16;La ville tout autour;;Walter;Clara;Tuteur de mémoire : Jean-Christophe Lanquetin;2018;fre;;;;;;Haute école des arts du Rhin;;Population urbaine;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM EUZ;23366760;16;Sleepinpoint;;Euzet;Lucie;;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM VIL;23366772;16;0°00'29'';29 secondes en périphérie;Villatte;Elise;;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM POU;23366784;16;Seuil de l'illusion;Matière intérieure;Pourquié;Lino;;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM MAR;23366796;16;Itinéraire Itinérance;;Marchal;Diane;;2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
MEM GIR;23366801;16;Le vent tombe, la neige souffle, la pluie fond;Esquisse d'un espace suspendu;Giraud;Mélanie;"Tuteur de mémoire: Jean-Christophe Lanquetin ; Rapporteurs : Sylvie Chalaye, Professeure des Universités, Université de Paris III - Sorbonne nouvelle ; Olivier Lussac, Professeur des Universités, Université de Lorraine ; Autres membres du jury : Daniel Payot, Professeur de philosophie de l'art, Université de Strasbourg ; Jean-François Robic, Professeur émérite des Universités, Université de Picardie ; Thomas Strässle, Professeur, Université de Zurich et Haute école des arts de Berne";2018;fre;;;;;;Haute école des arts du Rhin;;;;;;;Mémoire de DNSEP option Art, atelier de scénographie;
